,Propositions
4581,"blue = 20 , green = 30 , purple = 20 , yellow = 20"
4582,"blue = 20 , green = 30 , purple = 20 , yellow = 30"
4583,"blue = 20 , green = 30 , purple = 20 , yellow = 40"
4584,"blue = 20 , green = 30 , purple = 20 , yellow = 50"
4585,"blue = 20 , green = 30 , purple = 30 , yellow = 10"
4586,"blue = 20 , green = 30 , purple = 30 , yellow = 20"
4587,"blue = 20 , green = 30 , purple = 30 , yellow = 30"
4588,"blue = 20 , green = 30 , purple = 30 , yellow = 40"
4589,"blue = 20 , green = 30 , purple = 30 , yellow = 50"
4590,"blue = 20 , green = 30 , purple = 40 , yellow = 10"
4591,"blue = 20 , green = 30 , purple = 40 , yellow = 20"
4592,"blue = 20 , green = 30 , purple = 40 , yellow = 30"
4593,"blue = 20 , green = 30 , purple = 40 , yellow = 40"
4594,"blue = 20 , green = 30 , purple = 40 , yellow = 50"
4595,"blue = 20 , green = 30 , purple = 50 , yellow = 10"
4596,"blue = 20 , green = 30 , purple = 50 , yellow = 20"
4597,"blue = 20 , green = 30 , purple = 50 , yellow = 30"
4598,"blue = 20 , green = 30 , purple = 50 , yellow = 40"
4599,"blue = 20 , green = 30 , purple = 50 , yellow = 50"
4600,"blue = 20 , green = 40 , purple = 10 , yellow = 10"
4601,"blue = 20 , green = 40 , purple = 10 , yellow = 20"
4602,"blue = 20 , green = 40 , purple = 10 , yellow = 30"
4603,"blue = 20 , green = 40 , purple = 10 , yellow = 40"
4604,"blue = 20 , green = 40 , purple = 10 , yellow = 50"
4605,"blue = 20 , green = 40 , purple = 20 , yellow = 10"
4606,"blue = 20 , green = 40 , purple = 20 , yellow = 20"
4607,"blue = 20 , green = 40 , purple = 20 , yellow = 30"
4608,"blue = 20 , green = 40 , purple = 20 , yellow = 40"
4609,"blue = 20 , green = 40 , purple = 20 , yellow = 50"
4610,"blue = 20 , green = 40 , purple = 30 , yellow = 10"
4611,"blue = 20 , green = 40 , purple = 30 , yellow = 20"
4612,"blue = 20 , green = 40 , purple = 30 , yellow = 30"
4613,"blue = 20 , green = 40 , purple = 30 , yellow = 40"
4614,"blue = 20 , green = 40 , purple = 30 , yellow = 50"
4615,"blue = 20 , green = 40 , purple = 40 , yellow = 10"
4616,"blue = 20 , green = 40 , purple = 40 , yellow = 20"
4617,"blue = 20 , green = 40 , purple = 40 , yellow = 30"
4618,"blue = 20 , green = 40 , purple = 40 , yellow = 40"
4619,"blue = 20 , green = 40 , purple = 40 , yellow = 50"
4620,"blue = 20 , green = 40 , purple = 50 , yellow = 10"
4621,"blue = 20 , green = 40 , purple = 50 , yellow = 20"
4622,"blue = 20 , green = 40 , purple = 50 , yellow = 30"
4623,"blue = 20 , green = 40 , purple = 50 , yellow = 40"
4624,"blue = 20 , green = 40 , purple = 50 , yellow = 50"
4625,"blue = 20 , green = 50 , purple = 10 , yellow = 10"
4626,"blue = 20 , green = 50 , purple = 10 , yellow = 20"
4627,"blue = 20 , green = 50 , purple = 10 , yellow = 30"
4628,"blue = 20 , green = 50 , purple = 10 , yellow = 40"
4629,"blue = 20 , green = 50 , purple = 10 , yellow = 50"
4630,"blue = 20 , green = 50 , purple = 20 , yellow = 10"
4631,"blue = 20 , green = 50 , purple = 20 , yellow = 20"
4632,"blue = 20 , green = 50 , purple = 20 , yellow = 30"
4633,"blue = 20 , green = 50 , purple = 20 , yellow = 40"
4634,"blue = 20 , green = 50 , purple = 20 , yellow = 50"
4635,"blue = 20 , green = 50 , purple = 30 , yellow = 10"
4636,"blue = 20 , green = 50 , purple = 30 , yellow = 20"
4637,"blue = 20 , green = 50 , purple = 30 , yellow = 30"
4638,"blue = 20 , green = 50 , purple = 30 , yellow = 40"
4639,"blue = 20 , green = 50 , purple = 30 , yellow = 50"
4640,"blue = 20 , green = 50 , purple = 40 , yellow = 10"
4641,"blue = 20 , green = 50 , purple = 40 , yellow = 20"
4642,"blue = 20 , green = 50 , purple = 40 , yellow = 30"
4643,"blue = 20 , green = 50 , purple = 40 , yellow = 40"
4644,"blue = 20 , green = 50 , purple = 40 , yellow = 50"
4645,"blue = 20 , green = 50 , purple = 50 , yellow = 10"
4646,"blue = 20 , green = 50 , purple = 50 , yellow = 20"
4647,"blue = 20 , green = 50 , purple = 50 , yellow = 30"
4648,"blue = 20 , green = 50 , purple = 50 , yellow = 40"
4649,"blue = 20 , green = 50 , purple = 50 , yellow = 50"
4650,"blue = 30 , green = 10 , purple = 10 , yellow = 10"
4651,"blue = 30 , green = 10 , purple = 10 , yellow = 20"
4652,"blue = 30 , green = 10 , purple = 10 , yellow = 30"
4653,"blue = 30 , green = 10 , purple = 10 , yellow = 40"
4654,"blue = 30 , green = 10 , purple = 10 , yellow = 50"
4655,"blue = 30 , green = 10 , purple = 20 , yellow = 10"
4656,"blue = 30 , green = 10 , purple = 20 , yellow = 20"
4657,"blue = 30 , green = 10 , purple = 20 , yellow = 30"
4658,"blue = 30 , green = 10 , purple = 20 , yellow = 40"
4659,"blue = 30 , green = 10 , purple = 20 , yellow = 50"
4660,"blue = 30 , green = 10 , purple = 30 , yellow = 10"
4661,"blue = 30 , green = 10 , purple = 30 , yellow = 20"
4662,"blue = 30 , green = 10 , purple = 30 , yellow = 30"
4663,"blue = 30 , green = 10 , purple = 30 , yellow = 40"
4664,"blue = 30 , green = 10 , purple = 30 , yellow = 50"
4665,"blue = 30 , green = 10 , purple = 40 , yellow = 10"
4666,"blue = 30 , green = 10 , purple = 40 , yellow = 20"
4667,"blue = 30 , green = 10 , purple = 40 , yellow = 30"
4668,"blue = 30 , green = 10 , purple = 40 , yellow = 40"
4669,"blue = 30 , green = 10 , purple = 40 , yellow = 50"
4670,"blue = 30 , green = 10 , purple = 50 , yellow = 10"
4671,"blue = 30 , green = 10 , purple = 50 , yellow = 20"
4672,"blue = 30 , green = 10 , purple = 50 , yellow = 30"
4673,"blue = 30 , green = 10 , purple = 50 , yellow = 40"
4674,"blue = 30 , green = 10 , purple = 50 , yellow = 50"
4675,"blue = 30 , green = 20 , purple = 10 , yellow = 10"
4676,"blue = 30 , green = 20 , purple = 10 , yellow = 20"
4677,"blue = 30 , green = 20 , purple = 10 , yellow = 30"
4678,"blue = 30 , green = 20 , purple = 10 , yellow = 40"
4679,"blue = 30 , green = 20 , purple = 10 , yellow = 50"
4680,"blue = 30 , green = 20 , purple = 20 , yellow = 10"
4681,"blue = 30 , green = 20 , purple = 20 , yellow = 20"
4682,"blue = 30 , green = 20 , purple = 20 , yellow = 30"
4683,"blue = 30 , green = 20 , purple = 20 , yellow = 40"
4684,"blue = 30 , green = 20 , purple = 20 , yellow = 50"
4685,"blue = 30 , green = 20 , purple = 30 , yellow = 10"
4686,"blue = 30 , green = 20 , purple = 30 , yellow = 20"
4687,"blue = 30 , green = 20 , purple = 30 , yellow = 30"
4688,"blue = 30 , green = 20 , purple = 30 , yellow = 40"
4689,"blue = 30 , green = 20 , purple = 30 , yellow = 50"
4690,"blue = 30 , green = 20 , purple = 40 , yellow = 10"
4691,"blue = 30 , green = 20 , purple = 40 , yellow = 20"
4692,"blue = 30 , green = 20 , purple = 40 , yellow = 30"
4693,"blue = 30 , green = 20 , purple = 40 , yellow = 40"
4694,"blue = 30 , green = 20 , purple = 40 , yellow = 50"
4695,"blue = 30 , green = 20 , purple = 50 , yellow = 10"
4696,"blue = 30 , green = 20 , purple = 50 , yellow = 20"
4697,"blue = 30 , green = 20 , purple = 50 , yellow = 30"
4698,"blue = 30 , green = 20 , purple = 50 , yellow = 40"
4699,"blue = 30 , green = 20 , purple = 50 , yellow = 50"
4700,"blue = 30 , green = 30 , purple = 10 , yellow = 10"
4701,"blue = 30 , green = 30 , purple = 10 , yellow = 20"
4702,"blue = 30 , green = 30 , purple = 10 , yellow = 30"
4703,"blue = 30 , green = 30 , purple = 10 , yellow = 40"
4704,"blue = 30 , green = 30 , purple = 10 , yellow = 50"
4705,"blue = 30 , green = 30 , purple = 20 , yellow = 10"
4706,"blue = 30 , green = 30 , purple = 20 , yellow = 20"
4707,"blue = 30 , green = 30 , purple = 20 , yellow = 30"
4708,"blue = 30 , green = 30 , purple = 20 , yellow = 40"
4709,"blue = 30 , green = 30 , purple = 20 , yellow = 50"
4710,"blue = 30 , green = 30 , purple = 30 , yellow = 10"
4711,"blue = 30 , green = 30 , purple = 30 , yellow = 20"
4712,"blue = 30 , green = 30 , purple = 30 , yellow = 30"
4713,"blue = 30 , green = 30 , purple = 30 , yellow = 40"
4714,"blue = 30 , green = 30 , purple = 30 , yellow = 50"
4715,"blue = 30 , green = 30 , purple = 40 , yellow = 10"
4716,"blue = 30 , green = 30 , purple = 40 , yellow = 20"
4717,"blue = 30 , green = 30 , purple = 40 , yellow = 30"
4718,"blue = 30 , green = 30 , purple = 40 , yellow = 40"
4719,"blue = 30 , green = 30 , purple = 40 , yellow = 50"
4720,"blue = 30 , green = 30 , purple = 50 , yellow = 10"
4721,"blue = 30 , green = 30 , purple = 50 , yellow = 20"
4722,"blue = 30 , green = 30 , purple = 50 , yellow = 30"
4723,"blue = 30 , green = 30 , purple = 50 , yellow = 40"
4724,"blue = 30 , green = 30 , purple = 50 , yellow = 50"
4725,"blue = 30 , green = 40 , purple = 10 , yellow = 10"
4726,"blue = 30 , green = 40 , purple = 10 , yellow = 20"
4727,"blue = 30 , green = 40 , purple = 10 , yellow = 30"
4728,"blue = 30 , green = 40 , purple = 10 , yellow = 40"
4729,"blue = 30 , green = 40 , purple = 10 , yellow = 50"
4730,"blue = 30 , green = 40 , purple = 20 , yellow = 10"
4731,"blue = 30 , green = 40 , purple = 20 , yellow = 20"
4732,"blue = 30 , green = 40 , purple = 20 , yellow = 30"
4733,"blue = 30 , green = 40 , purple = 20 , yellow = 40"
4734,"blue = 30 , green = 40 , purple = 20 , yellow = 50"
4735,"blue = 30 , green = 40 , purple = 30 , yellow = 10"
4736,"blue = 30 , green = 40 , purple = 30 , yellow = 20"
4737,"blue = 30 , green = 40 , purple = 30 , yellow = 30"
4738,"blue = 30 , green = 40 , purple = 30 , yellow = 40"
4739,"blue = 30 , green = 40 , purple = 30 , yellow = 50"
4740,"blue = 30 , green = 40 , purple = 40 , yellow = 10"
4741,"blue = 30 , green = 40 , purple = 40 , yellow = 20"
4742,"blue = 30 , green = 40 , purple = 40 , yellow = 30"
4743,"blue = 30 , green = 40 , purple = 40 , yellow = 40"
4744,"blue = 30 , green = 40 , purple = 40 , yellow = 50"
4745,"blue = 30 , green = 40 , purple = 50 , yellow = 10"
4746,"blue = 30 , green = 40 , purple = 50 , yellow = 20"
4747,"blue = 30 , green = 40 , purple = 50 , yellow = 30"
4748,"blue = 30 , green = 40 , purple = 50 , yellow = 40"
4749,"blue = 30 , green = 40 , purple = 50 , yellow = 50"
4750,"blue = 30 , green = 50 , purple = 10 , yellow = 10"
4751,"blue = 30 , green = 50 , purple = 10 , yellow = 20"
4752,"blue = 30 , green = 50 , purple = 10 , yellow = 30"
4753,"blue = 30 , green = 50 , purple = 10 , yellow = 40"
4754,"blue = 30 , green = 50 , purple = 10 , yellow = 50"
4755,"blue = 30 , green = 50 , purple = 20 , yellow = 10"
4756,"blue = 30 , green = 50 , purple = 20 , yellow = 20"
4757,"blue = 30 , green = 50 , purple = 20 , yellow = 30"
4758,"blue = 30 , green = 50 , purple = 20 , yellow = 40"
4759,"blue = 30 , green = 50 , purple = 20 , yellow = 50"
4760,"blue = 30 , green = 50 , purple = 30 , yellow = 10"
4761,"blue = 30 , green = 50 , purple = 30 , yellow = 20"
4762,"blue = 30 , green = 50 , purple = 30 , yellow = 30"
4763,"blue = 30 , green = 50 , purple = 30 , yellow = 40"
4764,"blue = 30 , green = 50 , purple = 30 , yellow = 50"
4765,"blue = 30 , green = 50 , purple = 40 , yellow = 10"
4766,"blue = 30 , green = 50 , purple = 40 , yellow = 20"
4767,"blue = 30 , green = 50 , purple = 40 , yellow = 30"
4768,"blue = 30 , green = 50 , purple = 40 , yellow = 40"
4769,"blue = 30 , green = 50 , purple = 40 , yellow = 50"
4770,"blue = 30 , green = 50 , purple = 50 , yellow = 10"
4771,"blue = 30 , green = 50 , purple = 50 , yellow = 20"
4772,"blue = 30 , green = 50 , purple = 50 , yellow = 30"
4773,"blue = 30 , green = 50 , purple = 50 , yellow = 40"
4774,"blue = 30 , green = 50 , purple = 50 , yellow = 50"
4775,"blue = 40 , green = 10 , purple = 10 , yellow = 10"
4776,"blue = 40 , green = 10 , purple = 10 , yellow = 20"
4777,"blue = 40 , green = 10 , purple = 10 , yellow = 30"
4778,"blue = 40 , green = 10 , purple = 10 , yellow = 40"
4779,"blue = 40 , green = 10 , purple = 10 , yellow = 50"
4780,"blue = 40 , green = 10 , purple = 20 , yellow = 10"
4781,"blue = 40 , green = 10 , purple = 20 , yellow = 20"
4782,"blue = 40 , green = 10 , purple = 20 , yellow = 30"
4783,"blue = 40 , green = 10 , purple = 20 , yellow = 40"
4784,"blue = 40 , green = 10 , purple = 20 , yellow = 50"
4785,"blue = 40 , green = 10 , purple = 30 , yellow = 10"
4786,"blue = 40 , green = 10 , purple = 30 , yellow = 20"
4787,"blue = 40 , green = 10 , purple = 30 , yellow = 30"
4788,"blue = 40 , green = 10 , purple = 30 , yellow = 40"
4789,"blue = 40 , green = 10 , purple = 30 , yellow = 50"
4790,"blue = 40 , green = 10 , purple = 40 , yellow = 10"
4791,"blue = 40 , green = 10 , purple = 40 , yellow = 20"
4792,"blue = 40 , green = 10 , purple = 40 , yellow = 30"
4793,"blue = 40 , green = 10 , purple = 40 , yellow = 40"
4794,"blue = 40 , green = 10 , purple = 40 , yellow = 50"
4795,"blue = 40 , green = 10 , purple = 50 , yellow = 10"
4796,"blue = 40 , green = 10 , purple = 50 , yellow = 20"
4797,"blue = 40 , green = 10 , purple = 50 , yellow = 30"
4798,"blue = 40 , green = 10 , purple = 50 , yellow = 40"
4799,"blue = 40 , green = 10 , purple = 50 , yellow = 50"
4800,"blue = 40 , green = 20 , purple = 10 , yellow = 10"
4801,"blue = 40 , green = 20 , purple = 10 , yellow = 20"
4802,"blue = 40 , green = 20 , purple = 10 , yellow = 30"
4803,"blue = 40 , green = 20 , purple = 10 , yellow = 40"
4804,"blue = 40 , green = 20 , purple = 10 , yellow = 50"
4805,"blue = 40 , green = 20 , purple = 20 , yellow = 10"
4806,"blue = 40 , green = 20 , purple = 20 , yellow = 20"
4807,"blue = 40 , green = 20 , purple = 20 , yellow = 30"
4808,"blue = 40 , green = 20 , purple = 20 , yellow = 40"
4809,"blue = 40 , green = 20 , purple = 20 , yellow = 50"
4810,"blue = 40 , green = 20 , purple = 30 , yellow = 10"
4811,"blue = 40 , green = 20 , purple = 30 , yellow = 20"
4812,"blue = 40 , green = 20 , purple = 30 , yellow = 30"
4813,"blue = 40 , green = 20 , purple = 30 , yellow = 40"
4814,"blue = 40 , green = 20 , purple = 30 , yellow = 50"
4815,"blue = 40 , green = 20 , purple = 40 , yellow = 10"
4816,"blue = 40 , green = 20 , purple = 40 , yellow = 20"
4817,"blue = 40 , green = 20 , purple = 40 , yellow = 30"
4818,"blue = 40 , green = 20 , purple = 40 , yellow = 40"
4819,"blue = 40 , green = 20 , purple = 40 , yellow = 50"
4820,"blue = 40 , green = 20 , purple = 50 , yellow = 10"
4821,"blue = 40 , green = 20 , purple = 50 , yellow = 20"
4822,"blue = 40 , green = 20 , purple = 50 , yellow = 30"
4823,"blue = 40 , green = 20 , purple = 50 , yellow = 40"
4824,"blue = 40 , green = 20 , purple = 50 , yellow = 50"
4825,"blue = 40 , green = 30 , purple = 10 , yellow = 10"
4826,"blue = 40 , green = 30 , purple = 10 , yellow = 20"
4827,"blue = 40 , green = 30 , purple = 10 , yellow = 30"
4828,"blue = 40 , green = 30 , purple = 10 , yellow = 40"
4829,"blue = 40 , green = 30 , purple = 10 , yellow = 50"
4830,"blue = 40 , green = 30 , purple = 20 , yellow = 10"
4831,"blue = 40 , green = 30 , purple = 20 , yellow = 20"
4832,"blue = 40 , green = 30 , purple = 20 , yellow = 30"
4833,"blue = 40 , green = 30 , purple = 20 , yellow = 40"
4834,"blue = 40 , green = 30 , purple = 20 , yellow = 50"
4835,"blue = 40 , green = 30 , purple = 30 , yellow = 10"
4836,"blue = 40 , green = 30 , purple = 30 , yellow = 20"
4837,"blue = 40 , green = 30 , purple = 30 , yellow = 30"
4838,"blue = 40 , green = 30 , purple = 30 , yellow = 40"
4839,"blue = 40 , green = 30 , purple = 30 , yellow = 50"
4840,"blue = 40 , green = 30 , purple = 40 , yellow = 10"
4841,"blue = 40 , green = 30 , purple = 40 , yellow = 20"
4842,"blue = 40 , green = 30 , purple = 40 , yellow = 30"
4843,"blue = 40 , green = 30 , purple = 40 , yellow = 40"
4844,"blue = 40 , green = 30 , purple = 40 , yellow = 50"
4845,"blue = 40 , green = 30 , purple = 50 , yellow = 10"
4846,"blue = 40 , green = 30 , purple = 50 , yellow = 20"
4847,"blue = 40 , green = 30 , purple = 50 , yellow = 30"
4848,"blue = 40 , green = 30 , purple = 50 , yellow = 40"
4849,"blue = 40 , green = 30 , purple = 50 , yellow = 50"
4850,"blue = 40 , green = 40 , purple = 10 , yellow = 10"
4851,"blue = 40 , green = 40 , purple = 10 , yellow = 20"
4852,"blue = 40 , green = 40 , purple = 10 , yellow = 30"
4853,"blue = 40 , green = 40 , purple = 10 , yellow = 40"
4854,"blue = 40 , green = 40 , purple = 10 , yellow = 50"
4855,"blue = 40 , green = 40 , purple = 20 , yellow = 10"
4856,"blue = 40 , green = 40 , purple = 20 , yellow = 20"
4857,"blue = 40 , green = 40 , purple = 20 , yellow = 30"
4858,"blue = 40 , green = 40 , purple = 20 , yellow = 40"
4859,"blue = 40 , green = 40 , purple = 20 , yellow = 50"
4860,"blue = 40 , green = 40 , purple = 30 , yellow = 10"
4861,"blue = 40 , green = 40 , purple = 30 , yellow = 20"
4862,"blue = 40 , green = 40 , purple = 30 , yellow = 30"
4863,"blue = 40 , green = 40 , purple = 30 , yellow = 40"
4864,"blue = 40 , green = 40 , purple = 30 , yellow = 50"
4865,"blue = 40 , green = 40 , purple = 40 , yellow = 10"
4866,"blue = 40 , green = 40 , purple = 40 , yellow = 20"
4867,"blue = 40 , green = 40 , purple = 40 , yellow = 30"
4868,"blue = 40 , green = 40 , purple = 40 , yellow = 40"
4869,"blue = 40 , green = 40 , purple = 40 , yellow = 50"
4870,"blue = 40 , green = 40 , purple = 50 , yellow = 10"
4871,"blue = 40 , green = 40 , purple = 50 , yellow = 20"
4872,"blue = 40 , green = 40 , purple = 50 , yellow = 30"
4873,"blue = 40 , green = 40 , purple = 50 , yellow = 40"
4874,"blue = 40 , green = 40 , purple = 50 , yellow = 50"
4875,"blue = 40 , green = 50 , purple = 10 , yellow = 10"
4876,"blue = 40 , green = 50 , purple = 10 , yellow = 20"
4877,"blue = 40 , green = 50 , purple = 10 , yellow = 30"
4878,"blue = 40 , green = 50 , purple = 10 , yellow = 40"
4879,"blue = 40 , green = 50 , purple = 10 , yellow = 50"
4880,"blue = 40 , green = 50 , purple = 20 , yellow = 10"
4881,"blue = 40 , green = 50 , purple = 20 , yellow = 20"
4882,"blue = 40 , green = 50 , purple = 20 , yellow = 30"
4883,"blue = 40 , green = 50 , purple = 20 , yellow = 40"
4884,"blue = 40 , green = 50 , purple = 20 , yellow = 50"
4885,"blue = 40 , green = 50 , purple = 30 , yellow = 10"
4886,"blue = 40 , green = 50 , purple = 30 , yellow = 20"
4887,"blue = 40 , green = 50 , purple = 30 , yellow = 30"
4888,"blue = 40 , green = 50 , purple = 30 , yellow = 40"
4889,"blue = 40 , green = 50 , purple = 30 , yellow = 50"
4890,"blue = 40 , green = 50 , purple = 40 , yellow = 10"
4891,"blue = 40 , green = 50 , purple = 40 , yellow = 20"
4892,"blue = 40 , green = 50 , purple = 40 , yellow = 30"
4893,"blue = 40 , green = 50 , purple = 40 , yellow = 40"
4894,"blue = 40 , green = 50 , purple = 40 , yellow = 50"
4895,"blue = 40 , green = 50 , purple = 50 , yellow = 10"
4896,"blue = 40 , green = 50 , purple = 50 , yellow = 20"
4897,"blue = 40 , green = 50 , purple = 50 , yellow = 30"
4898,"blue = 40 , green = 50 , purple = 50 , yellow = 40"
4899,"blue = 40 , green = 50 , purple = 50 , yellow = 50"
4900,"blue = 50 , green = 10 , purple = 10 , yellow = 10"
4901,"blue = 50 , green = 10 , purple = 10 , yellow = 20"
4902,"blue = 50 , green = 10 , purple = 10 , yellow = 30"
4903,"blue = 50 , green = 10 , purple = 10 , yellow = 40"
4904,"blue = 50 , green = 10 , purple = 10 , yellow = 50"
4905,"blue = 50 , green = 10 , purple = 20 , yellow = 10"
4906,"blue = 50 , green = 10 , purple = 20 , yellow = 20"
4907,"blue = 50 , green = 10 , purple = 20 , yellow = 30"
4908,"blue = 50 , green = 10 , purple = 20 , yellow = 40"
4909,"blue = 50 , green = 10 , purple = 20 , yellow = 50"
4910,"blue = 50 , green = 10 , purple = 30 , yellow = 10"
4911,"blue = 50 , green = 10 , purple = 30 , yellow = 20"
4912,"blue = 50 , green = 10 , purple = 30 , yellow = 30"
4913,"blue = 50 , green = 10 , purple = 30 , yellow = 40"
4914,"blue = 50 , green = 10 , purple = 30 , yellow = 50"
4915,"blue = 50 , green = 10 , purple = 40 , yellow = 10"
4916,"blue = 50 , green = 10 , purple = 40 , yellow = 20"
4917,"blue = 50 , green = 10 , purple = 40 , yellow = 30"
4918,"blue = 50 , green = 10 , purple = 40 , yellow = 40"
4919,"blue = 50 , green = 10 , purple = 40 , yellow = 50"
4920,"blue = 50 , green = 10 , purple = 50 , yellow = 10"
